0.0,0.0,7.8125,7.8125,0
0.0,7.8125,7.8125,15.625,0
7.8125,0.0,15.625,7.8125,0
7.8125,7.8125,15.625,15.625,0
0.0,15.625,7.8125,23.4375,0
0.0,23.4375,7.8125,31.25,0
7.8125,15.625,15.625,23.4375,0
7.8125,23.4375,15.625,31.25,0
15.625,0.0,23.4375,7.8125,0
15.625,7.8125,23.4375,15.625,0
23.4375,0.0,31.25,7.8125,-1
23.4375,7.8125,31.25,15.625,-1
15.625,15.625,31.25,31.25,-1
0.0,31.25,15.625,46.875,-1
0.0,46.875,15.625,62.5,1
15.625,31.25,31.25,46.875,-1
15.625,46.875,23.4375,54.6875,1
15.625,54.6875,23.4375,62.5,1
23.4375,46.875,31.25,54.6875,-1
23.4375,54.6875,31.25,62.5,-1
31.25,0.0,62.5,31.25,-1
31.25,31.25,62.5,62.5,-1
0.0,62.5,15.625,78.125,1
0.0,78.125,7.8125,85.9375,1
0.0,85.9375,7.8125,93.75,1
7.8125,78.125,15.625,85.9375,1
7.8125,85.9375,15.625,93.75,-1
15.625,62.5,31.25,78.125,-1
15.625,78.125,31.25,93.75,-1
0.0,93.75,31.25,125.0,-1
31.25,62.5,62.5,93.75,-1
31.25,93.75,62.5,125.0,-1
62.5,0.0,125.0,62.5,-1
62.5,62.5,125.0,125.0,-1
0.0,125.0,15.625,140.625,-1
0.0,140.625,7.8125,148.4375,1
0.0,148.4375,7.8125,156.25,1
7.8125,140.625,15.625,148.4375,1
7.8125,148.4375,15.625,156.25,1
15.625,125.0,31.25,140.625,-1
15.625,140.625,23.4375,148.4375,1
15.625,148.4375,23.4375,156.25,1
23.4375,140.625,31.25,148.4375,-1
23.4375,148.4375,31.25,156.25,-1
0.0,156.25,15.625,171.875,1
0.0,171.875,7.8125,179.6875,1
0.0,179.6875,7.8125,187.5,1
7.8125,171.875,15.625,179.6875,1
7.8125,179.6875,15.625,187.5,-1
15.625,156.25,23.4375,164.0625,1
15.625,164.0625,23.4375,171.875,-1
23.4375,156.25,31.25,164.0625,-1
23.4375,164.0625,31.25,171.875,-1
15.625,171.875,31.25,187.5,-1
31.25,125.0,62.5,156.25,-1
31.25,156.25,62.5,187.5,-1
0.0,187.5,7.8125,195.3125,1
0.0,195.3125,7.8125,203.125,-1
7.8125,187.5,15.625,195.3125,-1
7.8125,195.3125,15.625,203.125,-1
0.0,203.125,15.625,218.75,-1
15.625,187.5,31.25,203.125,-1
15.625,203.125,31.25,218.75,-1
0.0,218.75,15.625,234.375,-1
0.0,234.375,7.8125,242.1875,-1
0.0,242.1875,7.8125,250.0,1
7.8125,234.375,15.625,242.1875,-1
7.8125,242.1875,15.625,250.0,1
15.625,218.75,31.25,234.375,-1
15.625,234.375,23.4375,242.1875,-1
15.625,242.1875,23.4375,250.0,1
23.4375,234.375,31.25,242.1875,-1
23.4375,242.1875,31.25,250.0,1
31.25,187.5,62.5,218.75,-1
31.25,218.75,62.5,250.0,-1
62.5,125.0,125.0,187.5,-1
62.5,187.5,125.0,250.0,-1
125.0,0.0,250.0,125.0,-1
125.0,125.0,250.0,250.0,-1
