time_data,pc_data,lep_data,rep_data
0,-1.088,0,0
0.01,-1.088,0,0
0.02,-1.088,0,0
0.03,-1.088,-5.95915127404033e-05,-5.67730638646517e-05
0.04,-1.088,-0.000341276400123097,-0.000406716453309377
0.05,-1.088,-0.00106530853517623,-0.00143208235406324
0.06,-1.088,-0.0024662312119229,-0.00346458730068277
0.07,-1.088,-0.00471690301955183,-0.006630435014569
0.08,-1.088,-0.00788765005254994,-0.010891836804503
0.09,-1.088,-0.0120411419656445,-0.0162441992101379
0.1,-1.088,-0.0173376747719741,-0.0228160862166633
0.11,-1.088,-0.0240046525948355,-0.0308200641782067
0.12,-1.088,-0.0321692479819747,-0.0403429861996723
0.13,-1.088,-0.0417910402206154,-0.0512681574952614
0.14,-1.088,-0.0528102369744733,-0.0634188352660975
0.15,-1.088,-0.0651801282599334,-0.0767264894740879
0.16,-1.088,-0.0789351885963617,-0.0913224521796582
0.17,-1.088,-0.0941236054496856,-0.107455280385148
0.18,-1.088,-0.110671847772279,-0.125268745033541
0.19,-1.088,-0.128423358850416,-0.14461964142273
0.2,-1.088,-0.147318369084413,-0.165144808700954
0.21,-1.088,-0.167519477151165,-0.186566636671048
0.22,-1.088,-0.189171811852439,-0.20889073800408
0.23,-1.088,-0.212138796370732,-0.232321274689756
0.24,-1.088,-0.236206564373569,-0.256897962184757
0.25,-1.088,-0.261228944404074,-0.282489142766093
0.26,-1.088,-0.287046129840687,-0.30888366936153
0.27,-1.088,-0.313575803783314,-0.335965392955392
0.28,-1.088,-0.3409058872806,-0.363670840698139
0.29,-1.088,-0.369009895470572,-0.391913595913616
0.3,-1.088,-0.397716628453671,-0.420580737446603
0.31,-1.088,-0.426811036144901,-0.449666606037581
0.32,-1.088,-0.456120404317144,-0.479132030921688
0.33,-1.088,-0.485579613554895,-0.508750858902563
0.34,-1.088,-0.515259081121902,-0.538269874270012
0.35,-1.088,-0.545139577875294,-0.567533308106319
0.36,-1.088,-0.574984119109529,-0.596533965383174
0.37,-1.088,-0.604636449613195,-0.625448187164558
0.38,-1.088,-0.634138148942153,-0.654295779517458
0.39,-1.088,-0.663445999006863,-0.682842474523844
0.4,-1.088,-0.6923138008138,-0.710885735137065
0.41,-1.088,-0.720595313239273,-0.738435006671649
0.42,-1.088,-0.748338735951495,-0.765599933908584
0.43,-1.088,-0.775613261431655,-0.792420319370683
0.44,-1.088,-0.802355718123572,-0.818752029387833
0.45,-1.088,-0.828333085731819,-0.844376312532775
0.46,-1.088,-0.853355464432597,-0.868985769209979
0.47,-1.088,-0.877424440039822,-0.892413981349177
