0.0,-1.6,31.25,-1.5,-1
0.0,-1.5,31.25,-1.4,-1
0.0,-1.4,31.25,-1.2999999999999998,-1
0.0,-1.2999999999999998,31.25,-1.1999999999999997,-1
0.0,-1.1999999999999997,31.25,-1.0999999999999996,-1
0.0,-1.0999999999999996,31.25,-0.9999999999999997,-1
0.0,-0.9999999999999997,31.25,-0.8999999999999997,-1
0.0,-0.8999999999999997,31.25,-0.7999999999999997,-1
0.0,-0.7999999999999997,31.25,-0.6999999999999997,-1
0.0,-0.6999999999999997,31.25,-0.5999999999999998,-1
0.0,-0.5999999999999998,31.25,-0.4999999999999998,-1
0.0,-0.4999999999999998,31.25,-0.3999999999999998,-1
0.0,-0.3999999999999998,31.25,-0.2999999999999998,-1
0.0,-0.2999999999999998,31.25,-0.19999999999999982,-1
0.0,-0.19999999999999982,31.25,-0.09999999999999981,-1
0.0,-0.09999999999999981,31.25,1.942890293094024e-16,-1
0.0,1.942890293094024e-16,31.25,0.1000000000000002,-1
0.0,0.1000000000000002,31.25,0.2000000000000002,-1
0.0,0.2000000000000002,31.25,0.3000000000000002,-1
0.0,0.3000000000000002,31.25,0.40000000000000024,-1
0.0,0.40000000000000024,31.25,0.5000000000000002,-1
0.0,0.5000000000000002,31.25,0.6000000000000002,-1
0.0,0.6000000000000002,31.25,0.7000000000000002,-1
0.0,0.7000000000000002,31.25,0.8000000000000002,-1
0.0,0.8000000000000002,31.25,0.9000000000000001,-1
0.0,0.9000000000000001,31.25,1.0000000000000002,-1
0.0,1.0000000000000002,31.25,1.1000000000000003,1
0.0,1.1000000000000003,31.25,1.2000000000000004,1
0.0,1.2000000000000004,31.25,1.3000000000000005,1
0.0,1.3000000000000005,31.25,1.4000000000000006,1
0.0,1.4000000000000006,31.25,1.5000000000000007,1
0.0,1.5000000000000007,31.25,1.6000000000000008,1
31.25,-1.6,62.5,-1.5,-1
31.25,-1.5,62.5,-1.4,-1
31.25,-1.4,62.5,-1.2999999999999998,-1
31.25,-1.2999999999999998,62.5,-1.1999999999999997,-1
31.25,-1.1999999999999997,62.5,-1.0999999999999996,-1
31.25,-1.0999999999999996,62.5,-0.9999999999999997,-1
31.25,-0.9999999999999997,62.5,-0.8999999999999997,-1
31.25,-0.8999999999999997,62.5,-0.7999999999999997,-1
31.25,-0.7999999999999997,62.5,-0.6999999999999997,-1
31.25,-0.6999999999999997,62.5,-0.5999999999999998,-1
31.25,-0.5999999999999998,62.5,-0.4999999999999998,-1
31.25,-0.4999999999999998,62.5,-0.3999999999999998,-1
31.25,-0.3999999999999998,62.5,-0.2999999999999998,-1
31.25,-0.2999999999999998,62.5,-0.19999999999999982,-1
31.25,-0.19999999999999982,62.5,-0.09999999999999981,-1
31.25,-0.09999999999999981,62.5,1.942890293094024e-16,-1
31.25,1.942890293094024e-16,62.5,0.1000000000000002,-1
31.25,0.1000000000000002,62.5,0.2000000000000002,-1
31.25,0.2000000000000002,62.5,0.3000000000000002,-1
31.25,0.3000000000000002,62.5,0.40000000000000024,-1
31.25,0.40000000000000024,62.5,0.5000000000000002,-1
31.25,0.5000000000000002,62.5,0.6000000000000002,-1
31.25,0.6000000000000002,62.5,0.7000000000000002,-1
31.25,0.7000000000000002,62.5,0.8000000000000002,-1
31.25,0.8000000000000002,62.5,0.9000000000000001,-1
31.25,0.9000000000000001,62.5,1.0000000000000002,-1
31.25,1.0000000000000002,62.5,1.1000000000000003,1
31.25,1.1000000000000003,62.5,1.2000000000000004,1
31.25,1.2000000000000004,62.5,1.3000000000000005,1
31.25,1.3000000000000005,62.5,1.4000000000000006,1
31.25,1.4000000000000006,62.5,1.5000000000000007,-1
