day_time,night
visibility,clear
ped_type,adult
ego_speed,8.638888888888932
first_sight_dist,3.7178858642578123
crash,True
time,"[0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 1.05, 1.1, 1.15, 1.2, 1.25, 1.3, 1.35, 1.4, 1.45, 1.5, 1.55, 1.6, 1.65, 1.7, 1.75, 1.8, 1.85, 1.9, 1.95, 2.0, 2.05, 2.1, 2.15, 2.2, 2.25, 2.3, 2.35, 2.4, 2.45, 2.5, 2.55, 2.6, 2.65, 2.7, 2.75, 2.8, 2.85, 2.9, 2.95, 3.0, 3.05, 3.1, 3.15, 3.2, 3.25, 3.3, 3.35, 3.4, 3.45, 3.5, 3.55, 3.6, 3.65, 3.7, 3.75, 3.8, 3.85, 3.9, 3.95, 4.0, 4.05, 4.1, 4.15, 4.2, 4.25, 4.3, 4.35, 4.4, 4.45, 4.5, 4.55, 4.6, 4.65, 4.7, 4.75, 4.8, 4.85, 4.9, 4.95, 5.0, 5.05, 5.1, 5.15, 5.2, 5.25, 5.3, 5.35, 5.4, 5.45, 5.5, 5.55, 5.6, 5.65, 5.7, 5.75, 5.8, 5.85, 5.9, 5.95, 6.0, 6.05, 6.1, 6.15, 6.2, 6.25, 6.3, 6.35, 6.4, 6.45, 6.5, 6.55, 6.6, 6.65, 6.7, 6.75, 6.8, 6.85]"
ego_x,"[-3.0517578125e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.000152587890625, -0.000152587890625, 0.0001220703125, 0.000335693359375, 0.000244140625, 0.000396728515625, 0.0003662109375, 0.0003662109375, 0.0003662109375, -0.00067138671875, 0.0001220703125, -0.002044677734375, -0.0030517578125, -0.0032958984375, -0.0032958984375, -0.00323486328125, -0.003082275390625, -0.002960205078125, -0.00286865234375, -0.002777099609375, -0.002716064453125, -0.002593994140625, -0.002593994140625, -0.0025634765625, -0.002532958984375, -0.00244140625, -0.00238037109375, -0.002288818359375, -0.002227783203125, -0.002227783203125, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.0023193359375, -0.00238037109375, -0.0023193359375, -0.002227783203125, -0.002166748046875, -0.002166748046875, -0.002166748046875, -0.00225830078125, -0.00225830078125, -0.002166748046875, -0.0020751953125, -0.001983642578125, -0.00189208984375, -0.00177001953125, -0.001678466796875, -0.001556396484375, -0.00146484375, -0.001373291015625, -0.00128173828125, -0.001190185546875, -0.001068115234375, -0.0009765625, -0.000885009765625, -0.00079345703125, -0.000701904296875, -0.000579833984375, -0.00048828125, -0.000396728515625, -0.00030517578125, -0.000213623046875, -9.1552734375e-05, 0.0, 9.1552734375e-05, 0.00018310546875, 0.000274658203125, 0.000396728515625, 0.00048828125, 0.000579833984375, 0.00067138671875, 0.000762939453125, 0.000885009765625, 0.0009765625, 0.001068115234375, 0.00115966796875, 0.001251220703125, 0.001373291015625, 0.00146484375, 0.001556396484375, 0.00164794921875, 0.001739501953125, 0.001861572265625, 0.001953125, 0.002044677734375, 0.00213623046875, 0.002227783203125, 0.002349853515625, 0.00244140625, 0.002532958984375, 0.00262451171875, 0.002716064453125, 0.002838134765625, 0.0029296875, 0.003021240234375, 0.00311279296875, 0.003204345703125, 0.003326416015625, 0.00341796875, 0.003509521484375, 0.00360107421875, 0.003662109375, 0.00360107421875, 0.003631591796875, 0.003631591796875, 0.003753662109375, 0.00396728515625, 0.004119873046875, 0.004119873046875, 0.004119873046875, 0.004241943359375, 0.004302978515625, 0.004486083984375, 0.004791259765625, 0.0050048828125, 0.00518798828125, 0.00537109375, 0.005523681640625]"
ego_y,"[-49.983978271484375, -49.97911071777344, -49.97892761230469, -49.97999572753906, -49.98161315917969, -49.983154296875, -49.98475646972656, -49.98619079589844, -49.98765563964844, -49.98893737792969, -49.99028015136719, -49.97886657714844, -49.940582275390625, -49.88462829589844, -49.81263732910156, -49.7254638671875, -49.622711181640625, -49.503692626953125, -49.3656005859375, -49.20672607421875, -49.02745056152344, -48.85394287109375, -48.653045654296875, -48.43107604980469, -48.18931579589844, -47.92860412597656, -47.653839111328125, -47.375732421875, -47.09434509277344, -46.81303405761719, -46.52473449707031, -46.20237731933594, -45.85137939453125, -45.47669982910156, -45.08283996582031, -44.67466735839844, -44.25990295410156, -43.841339111328125, -43.41923522949219, -42.993927001953125, -42.566436767578125, -42.137237548828125, -41.70697021484375, -41.27589416503906, -40.84446716308594, -40.412811279296875, -39.98124694824219, -39.54972839355469, -39.11845397949219, -38.6873779296875, -38.25666809082031, -37.82609558105469, -37.395751953125, -36.96551513671875, -36.53553771972656, -36.10565185546875, -35.67594909667969, -35.246246337890625, -34.8167724609375, -34.387359619140625, -33.95817565917969, -33.528961181640625, -33.09979248046875, -32.67057800292969, -32.241424560546875, -31.812164306640625, -31.382965087890625, -30.95367431640625, -30.524429321289062, -30.0950927734375, -29.665847778320312, -29.23651123046875, -28.807266235351562, -28.3779296875, -27.94866943359375, -27.519332885742188, -27.090072631835938, -26.660736083984375, -26.231475830078125, -25.802139282226562, -25.372879028320312, -24.94354248046875, -24.514297485351562, -24.0849609375, -23.65570068359375, -23.226364135742188, -22.797103881835938, -22.367767333984375, -21.938507080078125, -21.509170532226562, -21.079910278320312, -20.65057373046875, -20.221328735351562, -19.7919921875, -19.36273193359375, -18.933395385742188, -18.504135131835938, -18.074798583984375, -17.645538330078125, -17.216201782226562, -16.786941528320312, -16.35760498046875, -15.928359985351562, -15.4990234375, -15.06976318359375, -14.640426635742188, -14.211166381835938, -13.781829833984375, -13.352569580078125, -12.923233032226562, -12.493972778320312, -12.06463623046875, -11.635391235351562, -11.2060546875, -10.77679443359375, -10.347457885742188, -9.918197631835938, -9.488861083984375, -9.059600830078125, -8.630264282226562, -8.2010498046875, -7.7717742919921875, -7.34259033203125, -6.9133148193359375, -6.4841156005859375, -6.0548858642578125, -5.6263885498046875, -5.2022857666015625, -4.78717041015625, -4.3843841552734375, -3.9962310791015625, -3.623016357421875, -3.26409912109375, -2.9188995361328125, -2.60260009765625, -2.3188629150390625, -2.07366943359375]"
ego_v_x,"[9.194875747198239e-05, -0.00011044355051126331, -5.298122050589882e-05, -1.4447398825723212e-05, 2.7533594675333006e-06, 7.079844635882182e-06, 7.966780685819685e-06, 6.580012268386781e-06, 4.807299774256535e-06, 3.9290594031626824e-06, 3.0744195100851357e-06, -2.1096091131767025e-06, -0.00030804896960034966, 0.0012973828706890345, 0.004915036726742983, 0.0012617346365004778, -0.00122792087495327, 0.002501233946532011, -0.0010328375501558185, 0.0006210330175235868, 0.00041351126856170595, -0.024373916909098625, -0.06500199437141418, -0.027730710804462433, 0.0015094137052074075, 0.011650700122117996, 0.0108915651217103, 0.010959882289171219, 0.009341089054942131, 0.006659983657300472, 0.005604767706245184, 0.004424174316227436, 0.0037266346625983715, 0.0030436755623668432, 0.0023975151125341654, 0.0017820097273215652, 0.003628890495747328, 0.0012307813158258796, 0.001294673653319478, 0.0012412843061611056, 0.0009614828741177917, 0.0006897986750118434, 0.00055456388508901, 0.0004992675385437906, 0.0004541593953035772, 0.00039586651837453246, 0.00036992947570979595, 0.00033794407499954104, 0.0003291225293651223, 0.000307481677737087, 0.00030485415481962264, 0.0006340797990560532, 0.0020368455443531275, 0.0019146536942571402, 0.0013027663808315992, 0.000874870631378144, 0.0006756410584785044, 0.0005581205477938056, 0.0017113159410655499, 0.003097908105701208, 0.002483029616996646, 0.0019197302171960473, 0.0015783855924382806, 0.0013894641306251287, 0.0012848246842622757, 0.0012290019076317549, 0.0012185617815703154, 0.0012030638754367828, 0.0011987424222752452, 0.001184991910122335, 0.001182734384201467, 0.0012031642254441977, 0.0012055172119289637, 0.001194027834571898, 0.0012016275431960821, 0.0012019879650324583, 0.0012037911219522357, 0.0012039256980642676, 0.001205427572131157, 0.001204877276904881, 0.0012063144240528345, 0.0012059916043654084, 0.0012071443488821387, 0.0012058350257575512, 0.0012072204845026135, 0.0012067352654412389, 0.001207579392939806, 0.0012062767054885626, 0.0012076664716005325, 0.0012065272312611341, 0.0012076827697455883, 0.0012067442294210196, 0.001207824214361608, 0.001206665183417499, 0.0012078123399987817, 0.0012065870687365532, 0.0012075841659680009, 0.0012067747302353382, 0.001207605004310608, 0.0012068093055859208, 0.001207538298331201, 0.001206772169098258, 0.0012072821846231818, 0.0012066314229741693, 0.0012076449347659945, 0.0012065758928656578, 0.0012073784600943327, 0.001206491026096046, 0.001207268564030528, 0.0012063781032338738, 0.0012074203696101904, 0.001206457382068038, 0.0012078138533979654, 0.0012065431801602244, 0.0012075899867340922, 0.0012067011557519436, 0.0012075032573193312, 0.0012067510979250073, 0.0012075138511136174, 0.0012066650670021772, 0.001282855635508895, 0.0029768298845738173, 0.004187306389212608, 0.004550169687718153, 0.004989398177713156, 0.003712369129061699, 0.0028187716379761696, 0.0035002382937818766, 0.005113181192427874, 0.006136814132332802, 0.006449597422033548, 0.006592746824026108, 0.004990164656192064, 0.00458822725340724, 0.003748722607269883, 0.0029419262427836657, 0.003024870762601495]"
ego_v_y,"[-0.031128086149692535, -0.010238958522677422, -0.032238684594631195, -0.01869678869843483, -0.027603304013609886, -0.02012694999575615, -0.02704440802335739, -0.020359503105282784, -0.027064813300967216, -0.02037668414413929, -0.027133779600262642, 0.44935858249664307, 0.9636839032173157, 1.2469291687011719, 1.5510526895523071, 1.8803547620773315, 2.174077272415161, 2.518178939819336, 2.920400619506836, 3.342332363128662, 3.739258289337158, 3.8166756629943848, 4.228590488433838, 4.628610610961914, 5.009710788726807, 5.379037380218506, 5.521258354187012, 5.616354465484619, 5.6173553466796875, 5.639374256134033, 6.039496421813965, 6.684703350067139, 7.217828273773193, 7.659830570220947, 8.009907722473145, 8.251612663269043, 8.33554458618164, 8.421036720275879, 8.476663589477539, 8.535358428955078, 8.564720153808594, 8.601090431213379, 8.61107349395752, 8.63116455078125, 8.628512382507324, 8.638551712036133, 8.62867546081543, 8.633596420288086, 8.62047290802002, 8.623666763305664, 8.60984992980957, 8.612512588500977, 8.599395751953125, 8.602449417114258, 8.590180397033691, 8.595982551574707, 8.585201263427734, 8.592461585998535, 8.581778526306152, 8.589635848999023, 8.579557418823242, 8.588193893432617, 8.579495429992676, 8.588504791259766, 8.580028533935547, 8.589102745056152, 8.580617904663086, 8.58964729309082, 8.581097602844238, 8.59005069732666, 8.581426620483398, 8.590311050415039, 8.581623077392578, 8.5904541015625, 8.5817232131958, 8.590514183044434, 8.58175277709961, 8.590522766113281, 8.581745147705078, 8.590505599975586, 8.581722259521484, 8.590479850769043, 8.581695556640625, 8.590453147888184, 8.581669807434082, 8.590432167053223, 8.581653594970703, 8.590420722961426, 8.581645011901855, 8.590413093566895, 8.581639289855957, 8.590410232543945, 8.581639289855957, 8.590410232543945, 8.581640243530273, 8.590410232543945, 8.581640243530273, 8.590414047241211, 8.581642150878906, 8.590414047241211, 8.581644058227539, 8.59041690826416, 8.581645011901855, 8.590415000915527, 8.581644058227539, 8.590415954589844, 8.581645965576172, 8.59041690826416, 8.581645965576172, 8.590417861938477, 8.581646919250488, 8.590418815612793, 8.581646919250488, 8.590418815612793, 8.581648826599121, 8.590418815612793, 8.581646919250488, 8.590417861938477, 8.581646919250488, 8.590417861938477, 8.579787254333496, 8.59114933013916, 8.58283519744873, 8.591899871826172, 8.581664085388184, 8.592866897583008, 8.551175117492676, 8.432928085327148, 8.216222763061523, 7.9548773765563965, 7.646094799041748, 7.364269256591797, 7.059624671936035, 6.804271221160889, 6.020114421844482, 5.506903648376465, 4.443640232086182]"
