day_time,day
visibility,clear
ped_type,adult
ego_speed,7.972222222222256
first_sight_dist,7.741720092773438
crash,False
time,"[0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 1.05, 1.1, 1.15, 1.2, 1.25, 1.3, 1.35, 1.4, 1.45, 1.5, 1.55, 1.6, 1.65, 1.7, 1.75, 1.8, 1.85, 1.9, 1.95, 2.0, 2.05, 2.1, 2.15, 2.2, 2.25, 2.3, 2.35, 2.4, 2.45, 2.5, 2.55, 2.6, 2.65, 2.7, 2.75, 2.8, 2.85, 2.9, 2.95, 3.0, 3.05, 3.1, 3.15, 3.2, 3.25, 3.3, 3.35, 3.4, 3.45, 3.5, 3.55, 3.6, 3.65, 3.7, 3.75, 3.8, 3.85, 3.9, 3.95, 4.0, 4.05, 4.1, 4.15, 4.2, 4.25, 4.3, 4.35, 4.4, 4.45, 4.5, 4.55, 4.6, 4.65, 4.7, 4.75, 4.8, 4.85, 4.9, 4.95, 5.0, 5.05, 5.1, 5.15, 5.2, 5.25, 5.3, 5.35, 5.4, 5.45, 5.5, 5.55, 5.6, 5.65, 5.7, 5.75, 5.8, 5.85, 5.9, 5.95, 6.0, 6.05, 6.1, 6.15, 6.2, 6.25, 6.3, 6.35, 6.4, 6.45, 6.5, 6.55, 6.6, 6.65, 6.7, 6.75, 6.8, 6.85, 6.9, 6.95, 7.0, 7.05, 7.1, 7.15, 7.2, 7.25, 7.3, 7.35, 7.4, 7.45, 7.5, 7.55, 7.6, 7.65, 7.7, 7.75, 7.8, 7.85, 7.9, 7.95, 8.0, 8.05, 8.1, 8.15, 8.2, 8.25, 8.3, 8.35, 8.4, 8.45, 8.5, 8.55, 8.6, 8.65, 8.7, 8.75, 8.8, 8.85, 8.9, 8.95, 9.0, 9.05, 9.1, 9.15, 9.2, 9.25, 9.3, 9.35, 9.4, 9.45, 9.5, 9.55]"
ego_x,"[-3.0517578125e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.000152587890625, -0.000152587890625, 0.0001220703125, 0.000335693359375, 0.000244140625, 0.000396728515625, 0.0003662109375, 0.0003662109375, 0.0003662109375, -0.00067138671875, 0.0001220703125, -0.002044677734375, -0.0030517578125, -0.0032958984375, -0.0032958984375, -0.00323486328125, -0.003082275390625, -0.002960205078125, -0.00286865234375, -0.002777099609375, -0.002716064453125, -0.002593994140625, -0.0025634765625, -0.0025634765625, -0.002593994140625, -0.002532958984375, -0.00244140625, -0.00238037109375, -0.00238037109375, -0.00238037109375, -0.00238037109375, -0.00238037109375, -0.002410888671875, -0.002410888671875, -0.002410888671875, -0.002410888671875, -0.002410888671875, -0.002410888671875, -0.002410888671875, -0.002410888671875, -0.00244140625, -0.00250244140625, -0.002471923828125, -0.00238037109375, -0.0023193359375, -0.0023193359375, -0.0023193359375, -0.0023193359375, -0.00244140625, -0.00238037109375, -0.00225830078125, -0.002166748046875, -0.0020751953125, -0.001983642578125, -0.00189208984375, -0.00177001953125, -0.001678466796875, -0.001556396484375, -0.00146484375, -0.001373291015625, -0.00128173828125, -0.001190185546875, -0.001068115234375, -0.0009765625, -0.000885009765625, -0.00079345703125, -0.000701904296875, -0.000579833984375, -0.00048828125, -0.000396728515625, -0.00030517578125, -0.000213623046875, -9.1552734375e-05, 0.0, 9.1552734375e-05, 0.00018310546875, 0.000274658203125, 0.000396728515625, 0.00048828125, 0.000579833984375, 0.00067138671875, 0.000762939453125, 0.000885009765625, 0.0009765625, 0.001068115234375, 0.00115966796875, 0.001251220703125, 0.001373291015625, 0.00146484375, 0.001556396484375, 0.00164794921875, 0.001739501953125, 0.001861572265625, 0.001953125, 0.002044677734375, 0.00213623046875, 0.002227783203125, 0.002349853515625, 0.00244140625, 0.002532958984375, 0.00262451171875, 0.002716064453125, 0.002838134765625, 0.0029296875, 0.003021240234375, 0.00311279296875, 0.003204345703125, 0.003326416015625, 0.00341796875, 0.003509521484375, 0.00360107421875, 0.003692626953125, 0.003814697265625, 0.00390625, 0.0040283203125, 0.0040283203125, 0.003997802734375, 0.004058837890625, 0.004241943359375, 0.004241943359375, 0.0040283203125, 0.003875732421875, 0.00390625, 0.003875732421875, 0.003875732421875, 0.003875732421875, 0.003875732421875, 0.00384521484375, 0.00384521484375, 0.00384521484375, 0.00384521484375, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625, 0.003814697265625]"
ego_y,"[-49.983978271484375, -49.97911071777344, -49.97892761230469, -49.97999572753906, -49.98161315917969, -49.983154296875, -49.98475646972656, -49.98619079589844, -49.98765563964844, -49.98893737792969, -49.99028015136719, -49.97886657714844, -49.940582275390625, -49.88462829589844, -49.81263732910156, -49.7254638671875, -49.622711181640625, -49.503692626953125, -49.3656005859375, -49.20672607421875, -49.02745056152344, -48.85394287109375, -48.653045654296875, -48.43107604980469, -48.18931579589844, -47.92860412597656, -47.653839111328125, -47.375732421875, -47.09434509277344, -46.81303405761719, -46.52473449707031, -46.20237731933594, -45.85173034667969, -45.47966003417969, -45.09246826171875, -44.69853210449219, -44.30311584472656, -43.905975341796875, -43.50746154785156, -43.107666015625, -42.70741271972656, -42.30682373046875, -41.90643310546875, -41.50608825683594, -41.106109619140625, -40.70634460449219, -40.3070068359375, -39.907867431640625, -39.50910949707031, -39.11051940917969, -38.71221923828125, -38.313995361328125, -37.91603088378906, -37.51802062988281, -37.12017822265625, -36.72222900390625, -36.32440185546875, -35.926513671875, -35.52870178222656, -35.13079833984375, -34.733123779296875, -34.33538818359375, -33.93785095214844, -33.54022216796875, -33.14268493652344, -32.74504089355469, -32.34745788574219, -31.949737548828125, -31.552139282226562, -31.154434204101562, -30.756851196289062, -30.359115600585938, -29.961532592773438, -29.563827514648438, -29.166229248046875, -28.768508911132812, -28.37091064453125, -27.97320556640625, -27.575607299804688, -27.177886962890625, -26.780288696289062, -26.382568359375, -25.984970092773438, -25.587265014648438, -25.189666748046875, -24.791946411132812, -24.39434814453125, -23.99664306640625, -23.599044799804688, -23.201324462890625, -22.803726196289062, -22.406005859375, -22.008407592773438, -21.610702514648438, -21.213104248046875, -20.815383911132812, -20.41778564453125, -20.02008056640625, -19.622482299804688, -19.224761962890625, -18.827163696289062, -18.429443359375, -18.031845092773438, -17.634140014648438, -17.236541748046875, -16.838821411132812, -16.44122314453125, -16.04351806640625, -15.645919799804688, -15.248199462890625, -14.850601196289062, -14.452880859375, -14.055282592773438, -13.657577514648438, -13.259979248046875, -12.862258911132812, -12.46466064453125, -12.06695556640625, -11.669357299804688, -11.271636962890625, -10.874038696289062, -10.476318359375, -10.078720092773438, -9.68170166015625, -9.289230346679688, -8.9051513671875, -8.532852172851562, -8.173782348632812, -7.8289031982421875, -7.497711181640625, -7.2021484375, -6.9754638671875, -6.8180694580078125, -6.729644775390625, -6.7082366943359375, -6.7078399658203125, -6.707000732421875, -6.706207275390625, -6.7054901123046875, -6.7049560546875, -6.70452880859375, -6.7042083740234375, -6.7039947509765625, -6.703857421875, -6.703704833984375, -6.703582763671875, -6.7034912109375, -6.7034149169921875, -6.703399658203125, -6.7033538818359375, -6.703338623046875, -6.7032928466796875, -6.703277587890625, -6.7032623291015625, -6.7032623291015625, -6.7032318115234375, -6.7032318115234375, -6.7032318115234375, -6.7032318115234375, -6.7032318115234375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375, -6.703216552734375]"
ego_v_x,"[9.194875747198239e-05, -0.00011044355051126331, -5.298122050589882e-05, -1.4447398825723212e-05, 2.7533594675333006e-06, 7.079844635882182e-06, 7.966780685819685e-06, 6.580012268386781e-06, 4.807299774256535e-06, 3.9290594031626824e-06, 3.0744195100851357e-06, -2.1096091131767025e-06, -0.00030804896960034966, 0.0012973828706890345, 0.004915036726742983, 0.0012617346365004778, -0.00122792087495327, 0.002501233946532011, -0.0010328375501558185, 0.0006210330175235868, 0.00041351126856170595, -0.024373916909098625, -0.06500199437141418, -0.027730710804462433, 0.0015094137052074075, 0.011650700122117996, 0.0108915651217103, 0.010959882289171219, 0.009341089054942131, 0.006659983657300472, 0.005604767706245184, 0.004424174316227436, 0.0037227789871394634, 0.0030128764919936657, 0.0022408158984035254, 0.0011557108955457807, 0.0029111069161444902, 0.0019331950461491942, 0.0014041971880942583, 0.000989678781479597, 0.0007355359266512096, 0.0006017923005856574, 0.000506171490997076, 0.0004245629534125328, 0.0003616583126131445, 0.0003374804218765348, 0.0003259316727053374, 0.00031085696537047625, 0.0003024376055691391, 0.0002809164288919419, 0.0002912277413997799, 0.0002882700937334448, 0.0004035532765556127, 0.001646994729526341, 0.002137948526069522, 0.0013889364199712873, 0.000940725498367101, 0.0006840388523414731, 0.0005803609965369105, 0.0005393447354435921, 0.002098453463986516, 0.003083498915657401, 0.0023337777238339186, 0.0017799589550122619, 0.001478475285694003, 0.0013117033522576094, 0.001230443362146616, 0.0011880123056471348, 0.0011748692486435175, 0.0011584250023588538, 0.0011616896372288465, 0.0011571336071938276, 0.001158683211542666, 0.0011636305134743452, 0.0011718011228367686, 0.0011626473860815167, 0.001172844204120338, 0.0011663695331662893, 0.001175289391539991, 0.0011706157820299268, 0.001177614787593484, 0.001169570256024599, 0.0011779054766520858, 0.001172679360024631, 0.0011791207361966372, 0.0011738878674805164, 0.0011750039411708713, 0.001177153899334371, 0.0011797863990068436, 0.0011713966960087419, 0.0011796477483585477, 0.0011716305743902922, 0.001179564744234085, 0.001173681695945561, 0.001179373706690967, 0.001173502067103982, 0.0011798834893852472, 0.0011710475664585829, 0.0011840959778055549, 0.0011716935550794005, 0.0011798579944297671, 0.0011716193985193968, 0.0011794175952672958, 0.0011738311732187867, 0.0011805302929133177, 0.0011726351222023368, 0.0011759226908907294, 0.001177106867544353, 0.0011797066545113921, 0.0011724276700988412, 0.001180430524982512, 0.001172474934719503, 0.0011802463559433818, 0.0011715921573340893, 0.001179317943751812, 0.0011734943836927414, 0.0011796519393101335, 0.0011741692433133721, 0.0011808350682258606, 0.0011722597992047668, 0.0011801363434642553, 0.0011717085726559162, 0.0011791696306318045, 0.0011848346330225468, 0.001222002669237554, 0.001220360049046576, 0.0012118559097871184, 0.0017671900568529963, 0.0028939922340214252, 0.0035394157748669386, 0.003982527647167444, -0.0018238244811072946, -0.003337166039273143, -0.0018949165241792798, 0.0005491200718097389, 0.0006078428123146296, 0.0006846791948191822, 0.0006038876599632204, 0.000516359752509743, 0.00044750532833859324, 0.0003951679391320795, 0.00035847522667609155, 0.0003315361973363906, 3.1781157304067165e-05, 2.56468902080087e-05, 2.1498966816579923e-05, 1.9515697204042226e-05, 1.7259437299799174e-05, 1.4859717339277267e-05, 1.4293025742517784e-05, 1.3901534657634329e-05, 1.3172198123356793e-05, 1.2871100807387847e-05, 1.2250356121512596e-05, 1.161741056421306e-05, 1.2009982128802221e-05, 1.0823253433045465e-05, 1.08457916212501e-05, 1.1181142326677218e-05, 1.1275149518041871e-05, 1.0983236279571429e-05, 1.1120997442048974e-05, 1.1269189599261153e-05, 1.1381021977285855e-05, 0.0, 1.0613444828777574e-05, 1.0669734365365002e-05, 1.1097062269982416e-05, 1.0957307495118584e-05, 1.148356113844784e-05, 1.0553468200669158e-05, 1.0893884791585151e-05, 1.0987370842485689e-05, 1.0720025784394238e-05, 1.084180530597223e-05, 1.0658893188519869e-05, 1.0983087122440338e-05, 1.0855718755919952e-05, 1.0690968338167295e-05, 1.0769032087409869e-05, 1.0818447663041297e-05, 9.08315178094199e-06, 1.0651610864442773e-05, 1.076543685485376e-05, 1.0936371836578473e-05, 1.0838508387678303e-05, 1.1089686267951038e-05, 1.0733660019468516e-05, 1.0775066584756132e-05, 1.0786409802676644e-05, 1.073984367394587e-05]"
ego_v_y,"[-0.031128086149692535, -0.010238958522677422, -0.032238684594631195, -0.01869678869843483, -0.027603304013609886, -0.02012694999575615, -0.02704440802335739, -0.020359503105282784, -0.027064813300967216, -0.02037668414413929, -0.027133779600262642, 0.44935858249664307, 0.9636839032173157, 1.2469291687011719, 1.5510526895523071, 1.8803547620773315, 2.174077272415161, 2.518178939819336, 2.920400619506836, 3.342332363128662, 3.739258289337158, 3.8166756629943848, 4.228590488433838, 4.628610610961914, 5.009710788726807, 5.379037380218506, 5.521258354187012, 5.616354465484619, 5.6173553466796875, 5.639374256134033, 6.039496421813965, 6.684703350067139, 7.200259685516357, 7.581984043121338, 7.838655948638916, 7.913670063018799, 7.932021141052246, 7.97589635848999, 7.98744535446167, 8.011330604553223, 8.006176948547363, 8.01876449584961, 8.00438117980957, 8.011266708374023, 7.993296146392822, 7.998499393463135, 7.979939937591553, 7.985688209533691, 7.96805477142334, 7.9753289222717285, 7.959194660186768, 7.96819543838501, 7.953733444213867, 7.962892055511475, 7.948543548583984, 7.959324836730957, 7.946506977081299, 7.958705902099609, 7.946523666381836, 7.959537029266357, 7.946101665496826, 7.958261013031006, 7.9453887939453125, 7.9580230712890625, 7.945992469787598, 7.958637714385986, 7.946563720703125, 7.959083557128906, 7.9468817710876465, 7.959294319152832, 7.947000503540039, 7.95934534072876, 7.946996688842773, 7.959310054779053, 7.94694185256958, 7.959248065948486, 7.946873664855957, 7.959183216094971, 7.946815490722656, 7.959133625030518, 7.946775913238525, 7.959104537963867, 7.946752548217773, 7.959089756011963, 7.946744441986084, 7.959083557128906, 7.946740627288818, 7.959083557128906, 7.946740627288818, 7.95908784866333, 7.94674825668335, 7.959094524383545, 7.946753978729248, 7.959100246429443, 7.9467597007751465, 7.959100723266602, 7.946757793426514, 7.959102630615234, 7.9467620849609375, 7.959104537963867, 7.946761131286621, 7.959104061126709, 7.946758270263672, 7.959104061126709, 7.946760177612305, 7.959104537963867, 7.946760177612305, 7.959103107452393, 7.946760654449463, 7.959102153778076, 7.946760654449463, 7.959102630615234, 7.94675874710083, 7.959102153778076, 7.946758270263672, 7.959102153778076, 7.94675874710083, 7.959104537963867, 7.9467597007751465, 7.959105014801025, 7.946761131286621, 7.959104061126709, 7.946762561798096, 7.926067352294922, 7.791055202484131, 7.606919288635254, 7.342429161071777, 7.089781284332275, 6.781679153442383, 6.526871204376221, 5.388486385345459, 4.009594440460205, 2.6196792125701904, 1.2380207777023315, 0.007328481413424015, -0.004606917966157198, -0.005811462644487619, -0.005240778438746929, -0.004257223568856716, -0.003305966267362237, -0.0025107108522206545, -0.001884736237116158, -0.001406027004122734, -0.0010462708305567503, -0.0007766265771351755, -0.0005762059008702636, -0.00042738448246382177, -0.00031738512916490436, -0.00017070419562514871, -0.00018489276408217847, -0.00015960961172822863, -0.00012715888442471623, -9.804645378608257e-05, -7.496178295696154e-05, -5.7097651733784005e-05, -4.363721018307842e-05, -1.9241124391555786e-05, -2.4874898372218013e-05, -2.3072827389114536e-05, -1.9477269233902916e-05, -1.6407611838076264e-05, -1.341901679552393e-05, -1.1319666555209551e-05, -9.454712198930793e-06, 0.0, -6.9152561081864405e-06, -6.991308055148693e-06, -6.510335879283957e-06, -6.026607024978148e-06, -5.812141807837179e-06, -5.47008585272124e-06, -5.3971443776390515e-06, -5.108434379508253e-06, -4.85563623442431e-06, -5.001574663765496e-06, -4.935692686558468e-06, -5.074497039458947e-06, -4.78174524687347e-06, -4.8132610572793055e-06, -4.962198545399588e-06, -4.804972377314698e-06, -4.657711542677134e-06, -4.816241471417015e-06, -4.703830654761987e-06, -4.721004188468214e-06, -4.819948117074091e-06, -4.7424991862499155e-06, -4.75130946142599e-06, -4.762466687679989e-06, -4.771817202708917e-06, -4.884916961600538e-06]"
