day_time,day
visibility,clear
ped_type,child
ego_speed,10.36111111111118
first_sight_dist,2.2131708984375
crash,True
time,"[0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 1.05, 1.1, 1.15, 1.2, 1.25, 1.3, 1.35, 1.4, 1.45, 1.5, 1.55, 1.6, 1.65, 1.7, 1.75, 1.8, 1.85, 1.9, 1.95, 2.0, 2.05, 2.1, 2.15, 2.2, 2.25, 2.3, 2.35, 2.4, 2.45, 2.5, 2.55, 2.6, 2.65, 2.7, 2.75, 2.8, 2.85, 2.9, 2.95, 3.0, 3.05, 3.1, 3.15, 3.2, 3.25, 3.3, 3.35, 3.4, 3.45, 3.5, 3.55, 3.6, 3.65, 3.7, 3.75, 3.8, 3.85, 3.9, 3.95, 4.0, 4.05, 4.1, 4.15, 4.2, 4.25, 4.3, 4.35, 4.4, 4.45, 4.5, 4.55, 4.6, 4.65, 4.7, 4.75, 4.8, 4.85, 4.9, 4.95, 5.0, 5.05, 5.1, 5.15, 5.2, 5.25, 5.3, 5.35, 5.4, 5.45, 5.5, 5.55, 5.6, 5.65, 5.7, 5.75, 5.8, 5.85, 5.9, 5.95, 6.0, 6.05]"
ego_x,"[-3.0517578125e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.000152587890625, -0.000152587890625, 0.0001220703125, 0.000335693359375, 0.000244140625, 0.000396728515625, 0.0003662109375, 0.0003662109375, 0.0003662109375, -0.00067138671875, 0.0001220703125, -0.002044677734375, -0.0030517578125, -0.0032958984375, -0.0032958984375, -0.00323486328125, -0.003082275390625, -0.002960205078125, -0.00286865234375, -0.002777099609375, -0.002716064453125, -0.002593994140625, -0.002593994140625, -0.0025634765625, -0.002532958984375, -0.00244140625, -0.00238037109375, -0.002349853515625, -0.00238037109375, -0.002288818359375, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.00225830078125, -0.0023193359375, -0.00238037109375, -0.0023193359375, -0.002227783203125, -0.002166748046875, -0.002166748046875, -0.00225830078125, -0.00225830078125, -0.00213623046875, -0.002044677734375, -0.001953125, -0.0018310546875, -0.001739501953125, -0.00164794921875, -0.001556396484375, -0.001434326171875, -0.0013427734375, -0.001251220703125, -0.001129150390625, -0.00103759765625, -0.000946044921875, -0.0008544921875, -0.000762939453125, -0.000640869140625, -0.00054931640625, -0.000457763671875, -0.0003662109375, -0.000274658203125, -0.000152587890625, -6.103515625e-05, 3.0517578125e-05, 0.0001220703125, 0.000213623046875, 0.000335693359375, 0.00042724609375, 0.000518798828125, 0.0006103515625, 0.000701904296875, 0.000823974609375, 0.00091552734375, 0.001007080078125, 0.0010986328125, 0.001190185546875, 0.001312255859375, 0.00140380859375, 0.001495361328125, 0.0015869140625, 0.001678466796875, 0.001800537109375, 0.00189208984375, 0.001983642578125, 0.0020751953125, 0.002166748046875, 0.002288818359375, 0.00238037109375, 0.002471923828125, 0.0025634765625, 0.002655029296875, 0.002685546875, 0.00262451171875, 0.00262451171875, 0.002655029296875, 0.002899169921875, 0.00311279296875, 0.00311279296875, 0.00311279296875, 0.003204345703125, 0.00341796875, 0.003753662109375, 0.0040283203125, 0.004241943359375, 0.003173828125]"
ego_y,"[-49.983978271484375, -49.97911071777344, -49.97892761230469, -49.97999572753906, -49.98161315917969, -49.983154296875, -49.98475646972656, -49.98619079589844, -49.98765563964844, -49.98893737792969, -49.99028015136719, -49.97886657714844, -49.940582275390625, -49.88462829589844, -49.81263732910156, -49.7254638671875, -49.622711181640625, -49.503692626953125, -49.3656005859375, -49.20672607421875, -49.02745056152344, -48.85394287109375, -48.653045654296875, -48.43107604980469, -48.18931579589844, -47.92860412597656, -47.653839111328125, -47.375732421875, -47.09434509277344, -46.81303405761719, -46.52473449707031, -46.20237731933594, -45.85137939453125, -45.47637939453125, -45.08030700683594, -44.66508483886719, -44.23246765136719, -43.783294677734375, -43.31935119628906, -42.84361267089844, -42.3587646484375, -41.86604309082031, -41.36683654785156, -40.86244201660156, -40.35414123535156, -39.843017578125, -39.33003234863281, -38.815887451171875, -38.30116271972656, -37.786285400390625, -37.271484375, -36.75697326660156, -36.24290466308594, -35.72930908203125, -35.21620178222656, -34.703582763671875, -34.19154357910156, -33.67987060546875, -33.16853332519531, -32.65733337402344, -32.14630126953125, -31.635345458984375, -31.124465942382812, -30.613571166992188, -30.102706909179688, -29.591812133789062, -29.0809326171875, -28.570037841796875, -28.05908203125, -27.548080444335938, -27.037109375, -26.526107788085938, -26.01507568359375, -25.503997802734375, -24.992919921875, -24.481826782226562, -23.97076416015625, -23.45965576171875, -22.948593139648438, -22.4375, -21.926422119140625, -21.415328979492188, -20.904251098632812, -20.393157958984375, -19.882080078125, -19.370986938476562, -18.85992431640625, -18.34881591796875, -17.837753295898438, -17.32666015625, -16.815582275390625, -16.304489135742188, -15.793411254882812, -15.282318115234375, -14.771240234375, -14.260147094726562, -13.74908447265625, -13.23797607421875, -12.726913452148438, -12.2158203125, -11.704742431640625, -11.193649291992188, -10.682571411132812, -10.171478271484375, -9.660400390625, -9.149307250976562, -8.63824462890625, -8.127166748046875, -7.6162109375, -7.105255126953125, -6.5942535400390625, -6.0832977294921875, -5.5723724365234375, -5.061309814453125, -4.5501708984375, -4.039764404296875, -3.5345001220703125, -3.0394439697265625, -2.5589599609375, -2.09521484375, -1.65625]"
ego_v_x,"[9.194875747198239e-05, -0.00011044355051126331, -5.298122050589882e-05, -1.4447398825723212e-05, 2.7533594675333006e-06, 7.079844635882182e-06, 7.966780685819685e-06, 6.580012268386781e-06, 4.807299774256535e-06, 3.9290594031626824e-06, 3.0744195100851357e-06, -2.1096091131767025e-06, -0.00030804896960034966, 0.0012973828706890345, 0.004915036726742983, 0.0012617346365004778, -0.00122792087495327, 0.002501233946532011, -0.0010328375501558185, 0.0006210330175235868, 0.00041351126856170595, -0.024373916909098625, -0.06500199437141418, -0.027730710804462433, 0.0015094137052074075, 0.011650700122117996, 0.0108915651217103, 0.010959882289171219, 0.009341089054942131, 0.006659983657300472, 0.005604767706245184, 0.004424174316227436, 0.0037266346625983715, 0.0030467133037745953, 0.0024079179856926203, 0.0020075892098248005, 0.002939583035185933, 0.0011593993986025453, 0.0020012606400996447, 0.0002119688579114154, 0.0007584944250993431, 0.001216437085531652, 0.0009252227609977126, 0.0005840387311764061, 0.0005128739285282791, 0.0005222026957198977, 0.0004911443684250116, 0.00041818205500021577, 0.00037029178929515183, 0.0006837952532805502, 0.0022113644517958164, 0.0019035817822441459, 0.0012746911961585283, 0.0008611351950094104, 0.0006918950821273029, 0.002022518776357174, 0.0030283464584499598, 0.002472337568178773, 0.001947190030477941, 0.0016134170582517982, 0.0014230071101337671, 0.0013467521639540792, 0.0013072113506495953, 0.0012857259716838598, 0.0012726748827844858, 0.0012549097882583737, 0.0012632727157324553, 0.0012721980456262827, 0.0012745086569339037, 0.0012617084430530667, 0.0012613743310794234, 0.0012604778166860342, 0.00128022744320333, 0.0012814466608688235, 0.0012850281782448292, 0.001272378722205758, 0.0012722137616947293, 0.0012707209680229425, 0.0012676295591518283, 0.001293752808123827, 0.0012988671660423279, 0.0012659376952797174, 0.0012648251140490174, 0.00126091786660254, 0.001303936936892569, 0.0013080380158498883, 0.0012652226723730564, 0.0012644482776522636, 0.0012572983978316188, 0.001301631797105074, 0.0013056088937446475, 0.0012700792867690325, 0.0012705589178949594, 0.0012691018637269735, 0.0012659754138439894, 0.0012624221853911877, 0.0012581546325236559, 0.0012970074312761426, 0.0013024950167164207, 0.0012677606428042054, 0.0012682076776400208, 0.0012671200092881918, 0.0012637866893783212, 0.0012610980775207281, 0.0012999215396121144, 0.0013049313565716147, 0.0012634481536224484, 0.0017921809339895844, 0.0035471043083816767, 0.0044871605932712555, 0.005277970340102911, 0.004392019938677549, 0.0031455708667635918, 0.004381347913295031, 0.006130557041615248, 0.007373390253633261, 0.0077321832068264484, 0.006253498140722513, 0.005149847827851772, 0.004493857268244028, -0.023537615314126015]"
ego_v_y,"[-0.031128086149692535, -0.010238958522677422, -0.032238684594631195, -0.01869678869843483, -0.027603304013609886, -0.02012694999575615, -0.02704440802335739, -0.020359503105282784, -0.027064813300967216, -0.02037668414413929, -0.027133779600262642, 0.44935858249664307, 0.9636839032173157, 1.2469291687011719, 1.5510526895523071, 1.8803547620773315, 2.174077272415161, 2.518178939819336, 2.920400619506836, 3.342332363128662, 3.739258289337158, 3.8166756629943848, 4.228590488433838, 4.628610610961914, 5.009710788726807, 5.379037380218506, 5.521258354187012, 5.616354465484619, 5.6173553466796875, 5.639374256134033, 6.039496421813965, 6.684703350067139, 7.217828273773193, 7.674166679382324, 8.080647468566895, 8.453201293945312, 8.803285598754883, 9.118352890014648, 9.393534660339355, 9.598166465759277, 9.766481399536133, 9.91523265838623, 10.032564163208008, 10.127401351928711, 10.194538116455078, 10.244154930114746, 10.273652076721191, 10.292380332946777, 10.29824161529541, 10.298728942871094, 10.292187690734863, 10.283947944641113, 10.272722244262695, 10.263978004455566, 10.253145217895508, 10.245718002319336, 10.236087799072266, 10.23149299621582, 10.225186347961426, 10.223259925842285, 10.219298362731934, 10.219318389892578, 10.21688461303711, 10.21812629699707, 10.216578483581543, 10.218456268310547, 10.217312812805176, 10.219416618347168, 10.218363761901855, 10.220454216003418, 10.219327926635742, 10.221295356750488, 10.220033645629883, 10.221858024597168, 10.220463752746582, 10.222166061401367, 10.220670700073242, 10.2222900390625, 10.220730781555176, 10.222298622131348, 10.22070598602295, 10.22225284576416, 10.220649719238281, 10.222195625305176, 10.220593452453613, 10.222145080566406, 10.220550537109375, 10.222108840942383, 10.220520973205566, 10.222086906433105, 10.220504760742188, 10.222077369689941, 10.220499992370605, 10.222073554992676, 10.220498085021973, 10.222074508666992, 10.220501899719238, 10.222078323364258, 10.220503807067871, 10.222082138061523, 10.220508575439453, 10.222084999084473, 10.220511436462402, 10.222086906433105, 10.220511436462402, 10.222087860107422, 10.220512390136719, 10.22265625, 10.2213716506958, 10.22331714630127, 10.221719741821289, 10.224616050720215, 10.223841667175293, 10.22604751586914, 10.224784851074219, 10.189624786376953, 10.042341232299805, 9.804004669189453, 9.48534107208252, 9.14307689666748, 8.571257591247559]"
